Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Quantity of Asset Sent,Asset Received(SYMBOL),Quantity of Asset Received,Fee Paid In(SYMBOL),Quantity of Fee Paid,Tds Paid In(SYMBOL),Quantity of Tds Paid,Transaction Hash
2023-01-06,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-06,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-07,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-08,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-09,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-09,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-09,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-09,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-10,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-11,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-12,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-12,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-12,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-12,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-13,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-13,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-13,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-13,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-13,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-14,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-14,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-14,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-14,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-14,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-15,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-15,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-15,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-15,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-16,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-16,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-16,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-16,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-16,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-16,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-17,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-17,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-17,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-17,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-17,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-17,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-18,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-18,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-18,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-19,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-19,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-19,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-19,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-19,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-19,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-20,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-20,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-20,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-20,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-20,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-21,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-21,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-21,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-21,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-21,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-21,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-22,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-22,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-22,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-22,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-23,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-23,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-23,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-23,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-23,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-24,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-24,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-24,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-24,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-24,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-25,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-25,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-25,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-25,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-26,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-26,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-26,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-26,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-26,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-27,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-27,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-27,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-27,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-27,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-28,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-28,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-28,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-28,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-28,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-28,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-29,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-29,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-29,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-29,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-29,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-30,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-30,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-30,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-01-31,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-01-31,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-01-31,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-01-31,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-01-31,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-01-31,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-01-31,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-01,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-01,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-01,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-01,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-01,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-01,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-02,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-02,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-02,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-02,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-02,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-03,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-03,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-03,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-03,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-03,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-03,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-04,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-04,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-04,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-04,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-04,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-05,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-05,17:35:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-06,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-06,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-06,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-06,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-06,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-07,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-07,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-07,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-08,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-08,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-08,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-09,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-09,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-09,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-09,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-10,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
2023-02-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"greyhound","1214.6304495600000000",,,,,
2023-02-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartnft","1.3149600000000000",,,,,
2023-02-10,17:33:00,INTEREST,powerpiggy_lock_interest_income,,,"smartlox","1.3149600000000000",,,,,
2023-02-10,17:34:00,INTEREST,powerpiggy_lock_interest_income,,,"vet","0.4149268200000000",,,,,
2023-02-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"xdc","0.1952015000000000",,,,,
2023-02-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"lox","2.1916000000000000",,,,,
2023-02-11,17:32:00,INTEREST,powerpiggy_lock_interest_income,,,"eq","0.0774737600000000",,,,,
